84.40507977,110.4566057
81.56754333,89.12961466
84.40507977,75.79471572
82.49788315,93.62983814
79.26495229,95.61459708
84.35856278,102.6061679
84.35856278,54.09262227
81.56754333,77.66843978
82.49788315,105.6048804
92.47577767,86.36209113
102.0117608,91.33374212
79.7301222,64.98064889
81.26518289,38.13665312
77.35775567,79.40651892
82.49788315,17.97061812
91.38262839,99.96227838
84.47485526,82.75110744
93.12701554,110.214907
51.72689375,105.9183397
90.66161503,95.93634252
80.82327148,111.2761559
80.05574113,68.27372741
80.05574113,97.03232381
106.9193033,93.03910215
102.0117608,92.73860176
81.56754333,99.27471057
77.47404814,57.82115048
86.17272542,110.5626163
102.4769307,86.73766689
93.8247704,94.2943888
84.47485526,96.92531139
80.05574113,102.2633571
86.17272542,99.57192875
80.05574113,96.31294853
84.40507977,107.8505152
82.93979456,99.44430547
81.26518289,99.94063321
102.0117608,100.1707401
81.26518289,109.3124372
75.00864763,69.79095378
86.17272542,106.7169115
98.8718639,80.0147101
98.8718639,97.80634221
80.14877511,96.59645634
93.68521943,109.3477444
84.40507977,104.0104479
80.05574113,102.2556232
71.07796191,106.1727704
91.38262839,93.96171138
102.4769307,109.1679777
82.93979456,93.07921963
81.56754333,106.3420247
84.35856278,87.86097483
91.38262839,99.34318674
91.38262839,100.5069742
84.35856278,108.9104271
98.8718639,107.4349059
64.21670577,87.7801425
91.15004343,90.21390317
102.4769307,58.03350672
82.93979456,103.9320361
104.3376103,108.8895578
84.35856278,80.74106486
51.72689375,98.13012269
71.75245828,95.47437813
78.98585034,103.3069304
67.68222158,108.1316315
102.4769307,101.836904
75.21797409,75.53726048
84.35856278,93.77483969
91.38262839,79.20485776
93.8247704,92.54600627
102.0117608,53.49166348
82.49788315,88.24759919
64.21670577,18.90451106
84.40507977,82.69726175
84.47485526,32.00326661
102.0117608,83.26036131
80.61394502,101.1503019
84.40507977,77.59842247
102.4769307,91.37700564
77.47404814,110.2067309
104.3376103,103.8571417
102.0117608,82.68008996
102.0117608,102.7812409
84.40507977,104.3033107
71.75245828,83.77899212
81.56754333,103.7597538
92.47577767,106.4623553
81.56754333,109.058581
80.14877511,98.35383665
81.56754333,80.43289289
75.00864763,48.7773083
81.56754333,103.6264313
82.49788315,78.91734069
80.61394502,88.97259358
84.47485526,103.1383732
75.00864763,92.90349951
80.14877511,108.8128235
75.00864763,81.18674123
75.00864763,91.41992256
81.56754333,62.90594528
84.47485526,105.8558574
80.82327148,101.149216
137.4809663,107.171086
98.8718639,98.81514248
84.47485526,89.90656142
137.4809663,90.89346384
80.05574113,107.7497553
75.00864763,83.45372737
80.82327148,74.95691663
80.82327148,100.1998464
82.93979456,110.3611235
75.00864763,92.05926211
137.4809663,105.6190556
81.26518289,68.74663745
137.4809663,14.41238629
79.7301222,76.52611267
102.0117608,70.38227243
80.82327148,44.57902135
86.17272542,109.2782983
84.47485526,72.54045999
84.47485526,111.0607896
84.47485526,110.2786603
102.4769307,78.97721139
84.40507977,99.33546035
77.35775567,105.9793373
82.93979456,96.98598048
106.9193033,105.5371173
97.8717486,100.1600098
75.21797409,82.90864765
91.15004343,108.7950079
93.8247704,97.99787689
77.47404814,104.5173486
82.93979456,98.33907197
84.35856278,95.389807
98.8718639,88.55876055
